name,surname,birth_date,height,role
Ben,Thornley,21/04/1975,173 cm,MF
Ben,Tozer,01/03/1990,185 cm,DF
Ben,Turner,21/08/1988,193 cm,DF
Ben,Watson,09/07/1985,178 cm,MF
Ben,White,08/10/1997,185 cm,DF
Ben,Williams,27/08/1982,188 cm,GK
Ben,Wilmot,04/11/1999,188 cm,DF
Ben,Wilson,09/08/1992,186 cm,GK
Ben,Woodburn,15/10/1999,174 cm,FW
Ben,Wynter,11/12/1997,185 cm,MF
Beni,Baningime,09/09/1998,178 cm,MF
Benik,Afobe,12/02/1993,183 cm,FW
Benito,Carbone,14/08/1971,168 cm,FW
Benjamin,Chrisene,12/01/2004,???,DF
Benjamin,Mendy,17/07/1994,185 cm,DF
Benjamin,Stambouli,13/08/1990,180 cm,MF
Benjani,,13/08/1978,188 cm,FW
Benny,Feilhaber,19/01/1985,175 cm,MF
Benny,McCarthy,12/11/1977,182 cm,FW
Benoît,Assou-Ekotto,24/03/1984,180 cm,DF
Beram,Kayal,02/05/1988,178 cm,MF
Bernard,,08/09/1992,164 cm,FW
Bernard,Allou,19/06/1975,172 cm,FW
Bernard,Diomède,23/01/1974,170 cm,MF
Bernard,Lama,07/04/1963,183 cm,GK
Bernard,Lambourde,11/05/1971,188 cm,DF
Bernard,Mendy,20/08/1981,180 cm,DF
Bernard,Mensah,29/12/1994,173 cm,FW
Bernardo,,14/05/1995,186 cm,DF
Bernardo,Corradi,30/03/1976,189 cm,FW
Bernardo,Espinosa,11/07/1989,192 cm,DF
Bernardo,Rosa,20/09/2000,177 cm,MF
Bernardo,Silva,10/08/1994,173 cm,FW
Bernardo,Silva,10/08/1994,173 cm,MF
Bernd,Leno,04/03/1992,190 cm,GK
Bernt,Haas,08/04/1978,185 cm,DF
Bersant,Celina,09/09/1996,181 cm,MF
Bertrand,Traoré,06/09/1995,181 cm,FW
Besian,Idrizaj,12/10/1987,189 cm,MF
Billy,Arce,12/07/1998,177 cm,FW
Billy,Clarke,13/12/1987,170 cm,FW
Billy,Clifford,18/10/1992,170 cm,MF
Billy,Dennehy,17/02/1987,184 cm,MF
Billy,Gilmour,11/06/2001,170 cm,MF
Billy,Jones,24/03/1987,181 cm,DF
Billy,Kenny,19/09/1973,170 cm,MF
Billy,Knott,28/11/1992,173 cm,MF
Billy,Koumetio,14/11/2002,195 cm,DF
Billy,McKinlay,22/04/1969,173 cm,MF
Billy,Sharp,05/02/1986,175 cm,FW
Bjørn,Helge Riise,21/06/1983,175 cm,MF
Bjørn,Kvarme,17/06/1972,185 cm,DF
Bjørn,Otto Bragstad,05/01/1971,194 cm,DF
Björn,Engels,15/09/1994,194 cm,DF
Björn,Enqvist,12/10/1977,180 cm,MF
Björn,Hardley,19/12/2002,189 cm,DF
Bjarne,Goldbæk,06/10/1968,180 cm,MF
Bjarni,Guðjónsson,26/02/1979,172 cm,MF
Bjarni,Viðarsson,05/03/1988,186 cm,MF
Blair,Adams,08/09/1991,178 cm,DF
Blerim,Džemaili,12/04/1986,180 cm,MF
Bo,Hansen,16/06/1972,175 cm,MF
Bo,Qu,15/07/1981,182 cm,FW
Boa,Morte,04/08/1977,177 cm,MF
Boško,Balaban,15/10/1978,180 cm,FW
Boaz,Myhill,09/11/1982,191 cm,GK
Bob,Taylor,03/02/1967,178 cm,FW
Bobby,Bowry,19/05/1971,173 cm,MF
Bobby,Convey,27/05/1983,175 cm,MF
Bobby,Davison,17/07/1959,175 cm,FW
Bobby,Howe,06/11/1973,170 cm,MF
Bobby,Mimms,12/10/1963,188 cm,GK
Bobby,Petta,06/08/1974,173 cm,MF
Bobby,Reid,02/02/1993,170 cm,FW
Bobby,Thomas,30/01/2001,186 cm,DF
Bobby,Zamora,16/01/1981,186 cm,FW
Bojan,,28/08/1990,170 cm,FW
Bojan,Djordjic,06/02/1982,178 cm,MF
Bo-kyung,Kim,06/10/1989,178 cm,MF
Bongani,Khumalo,06/01/1987,188 cm,DF
Bontcho,Guenchev,07/07/1964,180 cm,MF
Borja,Bastón,25/08/1992,186 cm,FW
Borja,Valero,12/01/1985,175 cm,MF
Bosingwa,,24/08/1982,183 cm,DF
Boubakary,Soumaré,27/02/1999,188 cm,MF
Boudewijn,Zenden,15/08/1976,172 cm,MF
Brad,Friedel,18/05/1971,193 cm,GK
Brad,Guzan,09/09/1984,193 cm,GK
Brad,Inman,10/12/1991,185 cm,MF
Brad,Jackson,20/10/1996,175 cm,MF
Brad,Jones,19/03/1982,193 cm,GK
Brad,Smith,09/04/1994,177 cm,DF
Brad,Young,06/01/2003,185 cm,FW
Bradley,Allen,13/09/1971,170 cm,FW
Bradley,Groves,29/01/1982,???,MF
Bradley,Hudson-Odoi,29/11/1988,178 cm,FW
Bradley,Johnson,28/04/1987,178 cm,MF
Bradley,Orr,01/11/1982,183 cm,DF
Bradley,Orr,01/11/1982,183 cm,MF
Bradley,Watkins,11/09/1994,188 cm,GK
Bradley,Wright-Phillips,12/03/1985,173 cm,FW
Brahim,Díaz,03/08/1999,170 cm,MF
Branco,,04/04/1964,179 cm,DF
Brandão,,09/10/1986,186 cm,DF
Brandon,Austin,08/01/1999,188 cm,GK
Brandon,Barker,04/10/1996,180 cm,MF
Brandon,Comley,18/11/1995,180 cm,MF
Brandon,Mason,30/09/1997,173 cm,DF
Brandon,Ormonde-Ottewill,21/12/1995,172 cm,DF
Brandon,Pierrick,10/12/2001,182 cm,MF
Brandon,Williams,03/09/2000,172 cm,DF
Branislav,Ivanović,22/02/1984,185 cm,DF
Branko,Strupar,09/02/1970,190 cm,FW
Brede,Hangeland,20/06/1981,195 cm,DF
Brek,Shea,28/02/1990,190 cm,MF
Brendan,Galloway,17/03/1996,186 cm,DF
Brendan,McGill,22/03/1981,173 cm,MF
Brendan,Murphy,19/08/1975,180 cm,GK
Brett,Angell,20/08/1968,188 cm,FW
Brett,Emerton,22/02/1979,185 cm,MF
Brett,Holman,27/03/1984,176 cm,MF
Brett,Ormerod,18/10/1976,180 cm,FW
Brett,Williams,01/12/1987,188 cm,FW
Brian,Borrows,20/12/1960,178 cm,DF
Brian,Carey,31/05/1968,191 cm,DF
Brian,Close,27/01/1982,177 cm,DF
Brian,Deane,07/02/1968,183 cm,FW
Brian,Gayle,06/03/1965,188 cm,DF
Brian,Jensen,08/06/1975,186 cm,GK
Brian,Kerr,12/10/1981,175 cm,MF
Brian,Kilcline,07/05/1962,188 cm,DF
Brian,Launders,08/06/1976,173 cm,MF
Brian,Lenihan,08/06/1994,178 cm,DF
Brian,Linighan,02/11/1973,191 cm,DF
Brian,McAllister,30/11/1970,180 cm,DF
Brian,McBride,19/06/1972,183 cm,FW
Brian,McClair,08/12/1963,175 cm,FW
Brian,McGovern,28/04/1980,191 cm,DF
Brian,Murphy,07/05/1983,185 cm,GK
Brian,O'Neil,06/09/1972,186 cm,DF
Brian,Pinas,29/12/1978,175 cm,MF
Brian,Priske,14/05/1977,190 cm,DF
Brian,Reid,15/06/1970,188 cm,DF
Brice,Dja Djédjé,23/12/1990,176 cm,DF
Brooklyn,Genesini,12/12/2001,189 cm,DF
Brooklyn,Lyons-Foster,01/12/2000,181 cm,DF
Brown,Ideye,10/10/1988,181 cm,FW
Bruce,Dyer,13/04/1975,183 cm,FW
Bruce,Grobbelaar,06/10/1957,186 cm,GK
Bruno,Écuélé Manga,16/07/1988,188 cm,DF
Bruno,Andrade,02/10/1993,175 cm,MF
Bruno,Berner,21/11/1977,185 cm,DF
Bruno,Cheyrou,10/05/1978,185 cm,MF
Bruno,Fernandes,08/09/1994,179 cm,MF
Bruno,Jordão,12/10/1998,180 cm,MF
Bruno,Martins Indi,08/02/1992,185 cm,DF
Bruno,N'Gotty,10/06/1971,185 cm,DF
Bruno,Perone,06/07/1987,191 cm,DF
Bruno,Ribeiro,01/04/1983,172 cm,DF
Bruno,Ribeiro,22/10/1975,172 cm,MF
Bruno,Saltor,01/10/1980,181 cm,DF
Bryan,Gil,11/02/2001,175 cm,FW
Bryan,Gunn,22/12/1963,???,GK
Bryan,Hodge,23/09/1987,178 cm,MF
Bryan,Hughes,19/06/1976,178 cm,MF
Bryan,Mbeumo,07/08/1999,171 cm,FW
Bryan,Oviedo,18/02/1990,172 cm,DF
Bryan,Robson,11/01/1957,180 cm,MF
Bryan,Roy,12/02/1970,178 cm,FW
Bryan,Ruiz,18/08/1985,187 cm,FW
Bryan,Small,15/11/1971,175 cm,DF
Bryn,Halliwell,01/10/1980,185 cm,GK
Brynjar,Gunnarsson,16/10/1975,186 cm,MF
Bukayo,Saka,05/09/2001,178 cm,DF
Bukayo,Saka,05/09/2001,178 cm,FW
Bukayo,Saka,05/09/2001,178 cm,MF
Burton,O'Brien,10/06/1981,178 cm,MF
Cédric,Roussel,06/01/1978,190 cm,FW
Cédric,Soares,31/08/1991,171 cm,DF
César,Martín,03/04/1977,185 cm,DF
Cañas,,27/05/1987,178 cm,MF
Caçapa,,29/05/1976,184 cm,DF
Cabral,,22/10/1988,180 cm,MF
Cala,,26/11/1989,187 cm,DF
Calaum,Jahraldo-Martin,27/04/1993,175 cm,FW
Caleb,Chukwuemeka,25/01/2002,181 cm,FW
Caleb,Folan,26/10/1982,188 cm,FW
Caleb,Taylor,14/01/2003,188 cm,DF
Caleb,Watts,16/01/2002,177 cm,MF
Callum,Buckley,12/01/1996,???,DF
Callum,Connolly,23/09/1997,183 cm,DF
Callum,Davidson,25/06/1976,177 cm,DF
Callum,Driver,23/10/1992,174 cm,DF
Callum,Hudson-Odoi,07/11/2000,177 cm,FW
Callum,McManaman,25/04/1991,174 cm,FW
Callum,Paterson,13/10/1994,183 cm,FW
Callum,Robinson,02/02/1995,178 cm,FW
Callum,Robinson,02/02/1995,178 cm,MF
Callum,Rowe,02/09/1999,???,MF
Callum,Slattery,08/02/1999,175 cm,MF
Callum,Williams,04/02/1997,180 cm,DF
Callum,Willock,29/10/1981,183 cm,FW
Callum,Wilson,27/02/1992,180 cm,FW
Calum,Chambers,20/01/1995,182 cm,DF
Calum,Chambers,20/01/1995,182 cm,MF
Calum,Davenport,01/01/1983,193 cm,DF
Cameron,Archer,09/12/2001,175 cm,FW
Cameron,Borthwick-Jackson,02/02/1997,189 cm,DF
Cameron,Brannagan,09/05/1996,180 cm,MF
Cameron,Carter-Vickers,31/12/1997,183 cm,DF
Cameron,Coxe,18/12/1998,181 cm,DF
Cameron,Dummigan,02/06/1996,180 cm,DF
Cameron,Gayle,22/11/1992,???,DF
Cameron,Howieson,22/12/1994,175 cm,MF
Cameron,Humphreys,22/08/1998,187 cm,DF
Cameron,Jerome,14/08/1986,185 cm,FW
Cameron,John,24/08/1999,181 cm,DF
Cameron,Lancaster,05/11/1992,183 cm,FW
Cameron,Stewart,08/04/1991,172 cm,MF
Campabadal,,26/01/1993,176 cm,DF
Caoimhin,Kelleher,23/11/1998,188 cm,GK
Carl,Bradshaw,02/10/1968,180 cm,DF
Carl,Cort,01/11/1977,192 cm,FW
Carl,Dickinson,31/03/1987,183 cm,DF
Carl,Fletcher,07/04/1980,178 cm,MF
Carl,Griffiths,16/07/1971,175 cm,FW
Carl,Hoefkens,06/10/1978,185 cm,DF
Carl,Ikeme,08/06/1986,191 cm,GK
Carl,Jenkinson,08/02/1992,185 cm,DF
Carl,Leaburn,30/03/1969,191 cm,FW
Carl,Medjani,15/05/1985,184 cm,DF
Carl,Motteram,03/09/1984,173 cm,MF
Carl,Serrant,12/09/1975,180 cm,DF
Carl,Shutt,10/10/1961,178 cm,FW
Carl,Stewart,02/05/1997,175 cm,MF
Carl,Tiler,11/02/1970,188 cm,DF
Carles,Gil,22/11/1992,171 cm,FW
Carlin,Itonga,11/12/1982,???,FW
Carlo,Cudicini,06/09/1973,188 cm,GK
Carlo,Nash,13/09/1973,196 cm,GK
Carlos,Bocanegra,25/05/1979,183 cm,DF
Carlos,Cuéllar,23/08/1981,190 cm,DF
Carlos,Edwards,24/10/1978,180 cm,MF
Carlos,Marinelli,14/03/1982,180 cm,MF
Carlos,Merino,15/03/1980,174 cm,MF
Carlos,Sánchez,06/02/1986,182 cm,MF
Carlos,Salcido,02/04/1980,175 cm,DF
Carlos,Tévez,05/02/1984,171 cm,FW
Carlos,Vela,01/03/1989,177 cm,FW
Carlos,Villanueva,05/02/1986,174 cm,FW
Carlos,Vinícius,25/03/1995,190 cm,FW
Carlton,Cole,12/10/1983,190 cm,FW
Carlton,Morris,16/12/1995,185 cm,FW
Carlton,Palmer,05/12/1965,191 cm,MF
Carney,Chukwuemeka,20/10/2003,185 cm,MF
Casey,Thomas,14/11/1990,175 cm,FW
Cauley,Woodrow,02/12/1994,184 cm,FW
Cedric,Avinel,11/09/1986,187 cm,MF
Celestine,Babayaro,29/08/1978,172 cm,DF
Cengiz,Ünder,14/07/1997,173 cm,FW
Cenk,Tosun,07/06/1991,183 cm,FW
Ceri,Hughes,26/02/1971,178 cm,MF
Cesc,Fàbregas,04/05/1987,179 cm,MF
Chad,Harpur,03/09/1982,178 cm,GK
Chancel,Mbemba,08/08/1994,182 cm,DF
Charis,Mavrias,21/02/1994,178 cm,MF
Charles,Banya,18/09/1993,170 cm,MF
Charles,Itandje,02/11/1982,193 cm,GK
Charles,N'Zogbia,28/05/1986,170 cm,MF
Charlie,Adam,10/12/1985,185 cm,MF
Charlie,Austin,05/07/1989,188 cm,FW
Charlie,Colkett,04/09/1996,176 cm,MF
Charlie,Comyn-Platt,02/10/1985,188 cm,DF
Charlie,Cresswell,17/08/2002,190 cm,DF
Charlie,Daniels,07/09/1986,178 cm,DF
Charlie,Gilmour,11/02/1999,170 cm,MF
Charlie,Goode,03/08/1995,196 cm,DF
Charlie,Hartfield,04/09/1971,???,MF
Charlie,Lee,05/01/1987,178 cm,DF
Charlie,MacDonald,13/02/1981,175 cm,FW
Charlie,Miller,18/03/1976,175 cm,MF
Charlie,Patino,17/10/2003,182 cm,MF
Charlie,Rowan,14/12/1997,188 cm,DF
Charlie,Savage,02/05/2003,182 cm,MF
Charlie,Taylor,18/09/1993,176 cm,DF
Charlie,Ward,19/02/1995,176 cm,MF
Charlie,Webster,31/01/2004,175 cm,MF
Charlie,Wellens,05/12/2002,175 cm,DF
Charlie,Whitaker,16/09/2003,185 cm,MF
Che,Adams,13/07/1996,179 cm,FW
Che,Bunce,29/08/1975,190 cm,DF
Ched,Evans,28/12/1988,183 cm,FW
Cheick,Tioté,21/06/1986,180 cm,MF
Cheikh,Diaby,07/03/2000,175 cm,FW
Cheikhou,Kouyaté,21/12/1989,189 cm,DF
Cheikhou,Kouyaté,21/12/1989,189 cm,MF
Chem,Campbell,30/12/2002,180 cm,MF
Chico,,06/03/1987,187 cm,DF
Chris,Allen,18/11/1972,180 cm,MF
Chris,Armstrong,05/08/1982,175 cm,DF
Chris,Armstrong,19/06/1971,184 cm,FW
Chris,Baird,25/02/1982,185 cm,DF
Chris,Baird,25/02/1982,185 cm,MF
Chris,Bart-Williams,16/06/1974,180 cm,MF
Chris,Basham,20/07/1988,190 cm,DF
Chris,Bennion,30/08/1980,188 cm,GK
Chris,Brown,11/12/1984,186 cm,FW
Chris,Brunt,14/12/1984,187 cm,MF
Chris,Casper,28/04/1975,183 cm,DF
Chris,Chantler,16/12/1990,???,MF
Chris,Clark,09/06/1984,???,MF
Chris,Coleman,10/06/1970,189 cm,DF
Chris,Cottrill,04/09/1984,178 cm,DF
Chris,Coyne,20/12/1978,185 cm,DF
Chris,David,06/03/1993,171 cm,MF
Chris,Day,28/07/1975,191 cm,GK
Chris,Doig,13/02/1981,187 cm,DF
Chris,Downey,19/04/1983,178 cm,FW
Chris,Eagles,19/11/1985,183 cm,MF
Chris,Fairclough,12/04/1964,180 cm,DF
Chris,Freestone,04/09/1971,180 cm,FW
Chris,Greenacre,23/12/1977,180 cm,FW
Chris,Gunter,21/07/1989,180 cm,DF
Chris,Herd,04/04/1989,173 cm,DF
Chris,Herd,04/04/1989,173 cm,MF
Chris,Hogg,12/03/1985,183 cm,DF
Chris,Holland,11/09/1975,175 cm,MF
Chris,Howarth,23/05/1986,180 cm,GK
Chris,Iwelumo,01/08/1978,193 cm,FW
Chris,Jackson,16/01/1976,183 cm,FW
Chris,Kamara,25/12/1957,186 cm,MF
Chris,Kettings,25/10/1992,193 cm,GK
Chris,Killen,08/10/1981,183 cm,FW
Chris,Kirkland,02/05/1981,190 cm,GK
Chris,Kiwomya,02/12/1969,178 cm,FW
Chris,Löwe,16/04/1989,175 cm,DF
Chris,Lane,24/05/1979,???,DF
Chris,Long,25/02/1995,180 cm,FW
Chris,Lucketti,28/09/1971,183 cm,DF
Chris,Lumsdon,15/12/1979,180 cm,MF
Chris,Lynch,31/01/1991,???,DF
Chris,Makin,08/05/1973,180 cm,DF
Chris,Marsden,03/01/1969,180 cm,MF
Chris,McCann,21/07/1987,186 cm,MF
Chris,Mepham,05/11/1997,191 cm,DF
Chris,Morgan,09/11/1977,186 cm,DF
Chris,Morris,24/12/1963,178 cm,DF
Chris,O'Grady,25/01/1986,191 cm,FW
Chris,Perry,26/04/1973,175 cm,DF
Chris,Plummer,12/10/1976,188 cm,DF
Chris,Powell,08/09/1969,173 cm,DF
Chris,Riggott,01/09/1980,180 cm,DF
Chris,Sharpe,21/09/1981,187 cm,GK
Chris,Shuker,09/05/1982,165 cm,MF
Chris,Smalling,22/11/1989,194 cm,DF
Chris,Sutton,10/03/1973,192 cm,FW
Chris,Swailes,19/10/1970,188 cm,DF
Chris,Waddle,14/12/1960,188 cm,MF
Chris,Warren,10/10/1974,178 cm,MF
Chris,Willmott,30/09/1977,188 cm,DF
Chris,Willock,31/01/1998,178 cm,FW
Chris,Wood,07/12/1991,191 cm,FW
Chris,Woods,14/11/1959,188 cm,GK
Chris,Wright,27/09/1986,???,GK
Christian,Atsu,10/01/1992,165 cm,FW
Christian,Bassedas,16/02/1973,174 cm,MF
Christian,Bassila,05/10/1977,192 cm,MF
Christian,Benítez,01/05/1986,168 cm,FW
Christian,Benteke,03/12/1990,190 cm,FW
Christian,Dailly,23/10/1973,183 cm,DF
Christian,Edwards,23/11/1975,188 cm,DF
Christian,Eriksen,14/02/1992,182 cm,MF
Christian,Fuchs,07/04/1986,187 cm,DF
Christian,Kabasele,24/02/1991,187 cm,DF
Christian,Kalvenes,08/03/1977,182 cm,DF
Christian,Karembeu,03/12/1970,178 cm,MF
Christian,Marques,15/01/2003,187 cm,DF
Christian,Mayrleb,08/06/1972,176 cm,FW
Christian,Nørgaard,10/03/1994,187 cm,MF
Christian,Nadé,18/09/1984,186 cm,FW
Christian,Negouai,20/01/1978,193 cm,MF
Christian,Poulsen,28/02/1980,182 cm,MF
Christian,Pulišić,18/09/1998,177 cm,FW
Christian,Saydee,10/05/2002,181 cm,MF
Christian,Walton,09/11/1995,195 cm,GK
Christian,Ziege,01/02/1972,186 cm,MF
Christoph,Zimmermann,12/01/1993,194 cm,DF
Christophe,Berra,31/01/1985,190 cm,DF
Christophe,Dugarry,24/03/1972,188 cm,FW
Christophe,Grondin,02/09/1983,180 cm,MF
Christophe,Rémy,06/08/1971,175 cm,DF
Christopher,Black,07/09/1982,???,MF
Christopher,Boden,13/10/1973,175 cm,DF
Christopher,Buchtmann,25/04/1992,175 cm,MF
Christopher,Hamon,27/04/1970,185 cm,FW
Christopher,Samba,28/03/1984,196 cm,DF
Christopher,Schindler,29/04/1990,188 cm,DF
Christopher,Wreh,14/05/1975,173 cm,FW
Christos,Tzolis,30/01/2002,179 cm,FW
Chuba,Akpom,09/10/1995,186 cm,FW
Chung-yong,Lee,02/07/1988,180 cm,MF
Chu-young,Park,10/07/1985,183 cm,FW
Ciaran,Clark,26/09/1989,188 cm,DF
Ciaran,Donnelly,02/04/1984,???,MF
Cieran,Slicker,15/09/2002,190 cm,GK
CJ,Egan-Riley,02/01/2003,183 cm,DF
Clarence,Acuña,08/02/1975,174 cm,MF
Clarke,Carlisle,14/10/1979,191 cm,DF
Claude,Davis,06/03/1979,191 cm,DF
Claude,Makélélé,18/02/1973,174 cm,MF
Claudio,Bravo,13/04/1983,184 cm,GK
Claudio,Gomes,23/07/2000,180 cm,MF
Claudio,Pizarro,03/10/1978,184 cm,FW
Claudio,Reyna,20/07/1973,178 cm,MF
Claudio,Yacob,18/07/1987,182 cm,MF
Claus,Jensen,29/04/1977,181 cm,MF
Claus,Lundekvam,22/02/1973,193 cm,DF
Claus,Thomsen,31/05/1970,193 cm,DF
Clayton,Blackmore,23/09/1964,173 cm,DF
Cleveland,Taylor,09/09/1983,180 cm,MF
Clint,Dempsey,09/03/1983,185 cm,FW
Clint,Easton,01/10/1977,180 cm,MF
Clint,Hill,19/10/1978,183 cm,DF
Clint,Marcelle,09/11/1968,163 cm,FW
Clinton,Morrison,14/05/1979,187 cm,FW
Clinton,N'Jie,15/08/1993,176 cm,FW
Clive,Baker,14/03/1959,175 cm,GK
Clive,Clarke,14/01/1980,186 cm,DF
Clive,Mendonca,09/09/1968,178 cm,FW
Clive,Wilson,13/11/1961,170 cm,DF
Clyde,Wijnhard,01/11/1973,180 cm,FW
Cobi,Jones,16/06/1970,170 cm,MF
Cody,Cropper,16/02/1993,191 cm,GK
Cody,Drameh,08/12/2001,175 cm,DF
Cole,Kpekawa,20/05/1996,191 cm,DF
Cole,Palmer,06/05/2002,189 cm,MF
Colin,Calderwood,20/01/1965,183 cm,DF
Colin,Cameron,23/10/1972,173 cm,MF
Colin,Cooper,28/02/1967,182 cm,DF
Colin,Cramb,23/06/1974,180 cm,FW
Colin,Doyle,12/06/1985,196 cm,GK
Colin,Heath,31/12/1983,183 cm,FW
Colin,Hendry,07/12/1965,185 cm,DF
Colin,Hill,12/11/1963,186 cm,DF
Colin,Kâzım-Richards,26/08/1986,187 cm,MF
Colin,McKee,22/08/1973,178 cm,FW
Colin,Murdock,02/07/1975,191 cm,DF
Colin,Woodthorpe,13/01/1969,186 cm,DF
Coll,Donaldson,09/04/1995,188 cm,DF
Collin,Quaner,18/06/1991,191 cm,FW
Collins,John,17/10/1985,185 cm,FW
Collins,Mbesuma,03/02/1984,183 cm,FW
Con,Blatsis,05/07/1977,191 cm,DF
Connor,Goldson,18/12/1992,191 cm,DF
Connor,Ogilvie,14/02/1996,184 cm,DF
Connor,Oliver,17/01/1994,???,DF
Connor,Randall,21/10/1995,180 cm,DF
Connor,Roberts,23/09/1995,175 cm,DF
Connor,Wickham,31/03/1993,189 cm,FW
Conor,Bradley,09/07/2003,181 cm,MF
Conor,Coady,25/02/1993,185 cm,DF
Conor,Coventry,25/03/2000,177 cm,MF
Conor,Gallagher,06/02/2000,182 cm,MF
Conor,Grant,18/04/1995,184 cm,MF
Conor,Henderson,08/09/1991,183 cm,MF
Conor,Hourihane,02/02/1991,181 cm,MF
Conor,Masterson,08/09/1998,185 cm,DF
Conor,McAleny,12/08/1992,178 cm,FW
Conor,Sammon,06/11/1986,188 cm,FW
Conor,Thomas,29/10/1993,185 cm,MF
Conor,Townsend,04/03/1993,183 cm,DF
Conrad,Logan,18/04/1986,188 cm,GK
Corby,Moore,21/11/1993,???,MF
Corey,Jordan,04/03/1999,185 cm,DF
Corey,Taylor,23/09/1997,170 cm,FW
Corrado,Grabbi,29/07/1975,181 cm,FW
Corry,Evans,30/07/1990,180 cm,MF
Cory,Gibbs,14/01/1980,188 cm,DF
Costel,Pantilimon,01/02/1987,203 cm,GK
Couñago,,09/08/1979,183 cm,FW
Courtney,Duffus,24/10/1995,192 cm,FW
Courtney,Meppen-Walter,02/08/1994,184 cm,DF
Courtney,Pitt,17/12/1981,170 cm,MF
Coutinho,,12/06/1992,172 cm,MF
Craig,Armstrong,23/05/1975,180 cm,DF
Craig,Bellamy,13/07/1979,175 cm,FW
Craig,Burley,24/09/1971,180 cm,MF
Craig,Cathcart,06/02/1989,189 cm,DF
Craig,Davies,09/01/1986,188 cm,FW
Craig,Dawson,06/05/1990,188 cm,DF
Craig,Dove,06/08/1983,173 cm,MF
Craig,Eastmond,09/12/1990,183 cm,MF
Craig,Fagan,11/12/1982,180 cm,FW
Craig,Faulconbridge,20/04/1978,186 cm,FW
Craig,Fishlock,23/02/1982,178 cm,MF
Craig,Fleming,06/10/1971,183 cm,DF
Craig,Forrest,20/09/1967,196 cm,GK
Craig,Gardner,25/11/1986,178 cm,MF
Craig,Gordon,31/12/1982,193 cm,GK
Craig,Harrison,10/11/1977,183 cm,DF
Craig,Hignett,12/01/1970,179 cm,MF
Craig,Holloway,10/08/1984,???,GK
Craig,Lawton,05/01/1972,170 cm,MF
Craig,Liddle,21/10/1971,180 cm,DF
Craig,Lindfield,07/09/1988,183 cm,FW
Craig,Lynch,25/03/1992,183 cm,FW
Craig,Maskell,10/04/1968,178 cm,FW
Craig,Moore,12/12/1975,186 cm,DF
Craig,Noone,17/11/1987,177 cm,DF
Craig,Pead,15/09/1981,175 cm,DF
Craig,Russell,04/02/1974,178 cm,FW
Craig,Short,25/06/1968,188 cm,DF
Craig,Strachan,19/05/1982,173 cm,MF
Craig,Turns,04/11/1982,???,GK
Cristhian,Stuani,12/10/1986,186 cm,FW
Cristian,Ceballos,03/12/1992,173 cm,FW
Cristian,Gamboa,24/10/1989,175 cm,DF
Cristian,Montaño,11/12/1991,186 cm,MF
Cristian,Riveros,16/10/1982,179 cm,MF
Cristian,Romero,27/04/1998,185 cm,DF
Cristiano,Ronaldo,05/02/1985,187 cm,FW
Crusat,,13/05/1982,165 cm,MF
Crysencio,Summerville,30/10/2001,174 cm,FW
Csaba,Somogyi,07/04/1985,190 cm,GK
Cucho,Hernández,20/04/1999,176 cm,FW
Cuco,Martina,25/09/1989,185 cm,DF
Cucurella,,22/07/1998,175 cm,DF
Curtis,Davies,15/03/1985,188 cm,DF
Curtis,Fleming,08/10/1968,178 cm,DF
Curtis,Good,23/03/1993,187 cm,DF
Curtis,Jones,30/01/2001,185 cm,MF
Curtis,Obeng,14/02/1989,173 cm,DF
Curtis,Osano,08/03/1987,180 cm,DF
Cyrus,Christie,30/09/1992,188 cm,DF
Dael,Fry,30/08/1997,190 cm,DF
Daire,Doyle,18/10/1980,178 cm,MF
Dale,Gordon,09/01/1967,???,FW
Dale,Stephens,12/06/1989,185 cm,MF
Daley,Blind,09/03/1990,180 cm,DF
Daley,Blind,09/03/1990,180 cm,MF
Dalian,Atkinson,21/03/1968,???,FW
DaMarcus,Beasley,24/05/1982,170 cm,MF
Dame,N'Doye,21/02/1985,186 cm,FW
Damian,Matthew,23/09/1970,180 cm,MF
Damien,Delaney,20/07/1981,191 cm,DF
Damien,Duff,02/03/1979,178 cm,MF
Damien,Francis,27/02/1979,183 cm,MF
Damien,Johnson,18/11/1978,175 cm,MF
Damien,Plessis,05/03/1988,192 cm,MF
Dan,Adshead,02/09/2001,178 cm,MF
Dan,Burn,09/05/1992,201 cm,DF
Dan,Cleary,09/03/1996,182 cm,DF
Dan,Gosling,01/02/1990,180 cm,MF
Dan,Kemp,11/01/1999,161 cm,MF
Dan,N'Lundulu,05/02/1999,182 cm,FW
Dan,Petrescu,22/12/1967,177 cm,DF
Dan,Potts,13/04/1994,173 cm,DF
Dan,Preston,26/09/1991,180 cm,DF
Dan,Smith,05/10/1986,178 cm,DF
Dane,Scarlett,24/03/2004,182 cm,FW
Dane,Whitehouse,14/10/1970,177 cm,MF
Danel,Sinani,05/04/1997,185 cm,FW
Dani,,02/11/1976,182 cm,MF
Dani,Ceballos,07/08/1996,179 cm,MF
Dani,Pacheco,05/01/1991,168 cm,FW
Dani,Rodrigues,03/03/1980,180 cm,FW
Daniël,de Ridder,06/03/1984,180 cm,FW
Daniel,Agger,12/12/1984,187 cm,DF
Daniel,Agyei,01/06/1997,183 cm,FW
Daniel,Amartey,21/12/1994,186 cm,DF
Daniel,Amartey,21/12/1994,186 cm,MF
Daniel,Amokachi,30/12/1972,182 cm,FW
